Tiempo,Referencia,Error,Señal de control,Salida
0.0,5,4.398571428571428,15.394999999999996,0.601428571428572
0.5,5,4.398571428571428,15.394999999999996,0.601428571428572
1.0,5,4.364285714285712,15.274999999999991,0.6357142857142876
1.5,5,4.355714285714283,15.24499999999999,0.6442857142857165
2.0,5,4.359999999999998,15.259999999999991,0.640000000000002
2.5,5,4.359999999999998,15.259999999999991,0.640000000000002
3.0,5,4.3685714285714266,15.289999999999992,0.6314285714285731
3.5,5,4.359999999999998,15.259999999999991,0.640000000000002
4.0,5,4.364285714285712,15.274999999999991,0.6357142857142876
4.5,5,4.394285714285713,15.379999999999995,0.6057142857142864
5.0,5,4.3771428571428554,15.319999999999993,0.6228571428571442
5.5,5,4.3771428571428554,15.319999999999993,0.6228571428571442
6.0,5,4.398571428571428,15.394999999999996,0.601428571428572
6.5,5,4.385714285714284,15.349999999999994,0.6142857142857153
7.0,5,4.394285714285713,15.379999999999995,0.6057142857142864
7.5,5,4.407142857142857,15.424999999999997,0.5928571428571431
8.0,5,4.398571428571428,15.394999999999996,0.601428571428572
8.5,5,4.407142857142857,15.424999999999997,0.5928571428571431
9.0,5,4.402857142857142,15.409999999999997,0.5971428571428575
9.5,5,4.407142857142857,15.424999999999997,0.5928571428571431
10.0,10,9.407142857142857,32.925,0.5928571428571431
10.5,10,9.411428571428571,32.94,0.5885714285714286
11.0,10,9.42,32.97,0.5799999999999997
11.5,10,9.394285714285713,32.879999999999995,0.6057142857142864
12.0,10,9.38142857142857,32.834999999999994,0.6185714285714298
12.5,10,9.389999999999999,32.864999999999995,0.6100000000000009
13.0,10,9.372857142857141,32.80499999999999,0.6271428571428587
13.5,10,9.334285714285715,32.67,0.6657142857142851
14.0,10,9.308571428571428,32.58,0.6914285714285718
14.5,10,9.287142857142856,32.504999999999995,0.7128571428571441
15.0,10,9.269999999999998,32.44499999999999,0.7300000000000019
15.5,10,9.209999999999999,32.235,0.7900000000000006
16.0,10,9.197142857142856,32.19,0.8028571428571439
16.5,10,9.16285714285714,32.06999999999999,0.8371428571428595
17.0,10,9.141428571428571,31.995,0.8585714285714282
17.5,10,9.115714285714285,31.904999999999998,0.8842857142857149
18.0,10,9.115714285714285,31.904999999999998,0.8842857142857149
18.5,10,9.077142857142855,31.769999999999992,0.9228571428571449
19.0,10,9.034285714285714,31.619999999999997,0.9657142857142859
19.5,10,9.034285714285714,31.619999999999997,0.9657142857142859
20.0,10,9.004285714285713,31.514999999999993,0.995714285714287
20.5,10,8.98285714285714,31.43999999999999,1.0171428571428591
21.0,10,8.948571428571428,31.32,1.0514285714285712
21.5,10,8.93142857142857,31.259999999999998,1.068571428571429
22.0,10,8.905714285714284,31.169999999999995,1.0942857142857156
22.5,10,8.867142857142857,31.035,1.1328571428571421
23.0,10,8.832857142857142,30.914999999999996,1.1671428571428577
23.5,10,8.84142857142857,30.944999999999997,1.1585714285714288
24.0,10,8.798571428571426,30.79499999999999,1.2014285714285733
24.5,10,8.789999999999997,30.76499999999999,1.2100000000000022
25.0,10,8.764285714285714,30.675,1.2357142857142853
25.5,10,8.742857142857142,30.599999999999998,1.2571428571428576
26.0,10,8.725714285714284,30.539999999999996,1.2742857142857154
26.5,10,8.725714285714284,30.539999999999996,1.2742857142857154
27.0,10,8.68285714285714,30.38999999999999,1.3171428571428598
27.5,10,8.67,30.345,1.3299999999999996
28.0,10,8.657142857142857,30.299999999999997,1.342857142857143
28.5,10,8.639999999999999,30.239999999999995,1.3600000000000008
29.0,10,8.63142857142857,30.209999999999994,1.3685714285714297
29.5,10,8.597142857142854,30.08999999999999,1.4028571428571452
30.0,10,8.558571428571428,29.955,1.4414285714285717
30.5,10,8.558571428571428,29.955,1.4414285714285717
31.0,10,8.545714285714284,29.909999999999997,1.454285714285715
31.5,10,8.515714285714283,29.804999999999993,1.4842857142857162
32.0,10,8.515714285714283,29.804999999999993,1.4842857142857162
32.5,10,8.50285714285714,29.75999999999999,1.4971428571428596
33.0,10,8.472857142857142,29.654999999999998,1.5271428571428571
33.5,10,8.472857142857142,29.654999999999998,1.5271428571428571
34.0,10,8.447142857142856,29.564999999999994,1.5528571428571438
34.5,10,8.429999999999998,29.504999999999992,1.5700000000000016
35.0,10,8.421428571428569,29.47499999999999,1.5785714285714305
35.5,10,8.408571428571426,29.42999999999999,1.5914285714285739
36.0,10,8.391428571428571,29.37,1.608571428571428
36.5,10,8.378571428571428,29.325,1.6214285714285714
37.0,10,8.36142857142857,29.264999999999997,1.6385714285714292
37.5,10,8.348571428571427,29.219999999999995,1.6514285714285726
38.0,10,8.348571428571427,29.219999999999995,1.6514285714285726
38.5,10,8.318571428571426,29.11499999999999,1.6814285714285737
39.0,10,8.314285714285711,29.09999999999999,1.6857142857142882
39.5,10,8.301428571428572,29.055,1.698571428571428
40.0,10,8.275714285714285,28.964999999999996,1.7242857142857146
40.5,10,8.262857142857142,28.919999999999995,1.737142857142858
41.0,10,8.267142857142856,28.934999999999995,1.7328571428571435
41.5,10,8.245714285714284,28.859999999999992,1.7542857142857158
42.0,10,8.24142857142857,28.84499999999999,1.7585714285714302
42.5,10,8.224285714285712,28.78499999999999,1.775714285714288
43.0,10,8.215714285714283,28.75499999999999,1.784285714285717
43.5,10,8.219999999999997,28.76999999999999,1.7800000000000025
44.0,10,8.194285714285714,28.68,1.8057142857142856
44.5,10,8.19,28.665,1.81
45.0,10,8.164285714285713,28.574999999999996,1.8357142857142867
45.5,10,8.177142857142856,28.619999999999997,1.8228571428571434
46.0,10,8.164285714285713,28.574999999999996,1.8357142857142867
46.5,10,8.155714285714284,28.544999999999995,1.8442857142857156
47.0,10,8.129999999999997,28.45499999999999,1.8700000000000023
47.5,10,8.129999999999997,28.45499999999999,1.8700000000000023
48.0,10,8.121428571428568,28.42499999999999,1.8785714285714312
48.5,10,8.095714285714285,28.334999999999997,1.9042857142857144
49.0,10,8.1,28.349999999999998,1.9
49.5,10,8.074285714285713,28.259999999999994,1.9257142857142866
50.0,10,8.078571428571427,28.274999999999995,1.9214285714285722
50.5,10,8.065714285714284,28.229999999999993,1.9342857142857155
51.0,10,8.069999999999999,28.244999999999994,1.930000000000001
51.5,10,8.069999999999999,28.244999999999994,1.930000000000001
52.0,10,8.05285714285714,28.18499999999999,1.9471428571428588
52.5,10,8.031428571428568,28.10999999999999,1.968571428571431
53.0,10,8.01,28.035,1.9899999999999998
53.5,10,8.039999999999997,28.13999999999999,1.9600000000000022
54.0,10,8.001428571428571,28.005,1.9985714285714287
54.5,10,8.005714285714285,28.02,1.9942857142857142
55.0,10,8.01,28.035,1.9899999999999998
55.5,10,7.992857142857142,27.974999999999998,2.0071428571428576
56.0,10,7.9885714285714275,27.959999999999997,2.011428571428572
56.5,10,7.975714285714284,27.914999999999996,2.0242857142857154
