Tiempo,Entrada,Salida
0.0,40,2.38728897715988
0.5,40,1.7398212512413096
1.0,40,2.0019860973187704
1.5,40,2.117179741807348
2.0,40,2.240317775571004
2.5,40,2.141012909632572
3.0,40,2.5501489572989087
3.5,40,2.637537239324729
4.0,40,2.7805362462760677
4.5,40,2.955312810327708
5.0,40,2.935451837140022
5.5,40,2.9433962264150964
6.0,40,2.744786494538232
6.5,40,2.542204568023834
7.0,40,2.5501489572989087
7.5,40,2.840119165839127
8.0,40,2.3833167825223427
8.5,40,2.657398212512412
9.0,40,3.070506454816286
9.5,40,2.9831181727904656
10.0,40,2.7050645481628592
10.5,40,3.1499503475670316
11.0,40,2.856007944389276
11.5,40,2.7884806355511422
12.0,40,2.9672293942403165
12.5,40,2.844091360476664
13.0,40,3.0943396226415096
13.5,40,2.975173783515391
14.0,40,3.1102284011916588
14.5,40,3.2929493545183703
15.0,40,2.9314796425024845
15.5,40,3.4200595829195635
16.0,40,3.0903674280039723
16.5,40,3.328699106256206
17.0,40,3.1618669314796435
17.5,40,3.7378351539225427
18.0,40,3.5312810327706075
18.5,40,3.4756703078450855
19.0,40,3.74180734856008
19.5,40,3.602780536246275
20.0,40,3.428003972194638
20.5,40,3.729890764647468
21.0,40,3.6544190665342597
21.5,40,3.6226415094339615
22.0,40,3.813306852035751
22.5,40,3.567030784508443
23.0,40,3.8927507447864933
23.5,40,3.9086395233366424
24.0,40,3.702085402184707
24.5,40,3.900695134061568
25.0,40,4.067527308838134
25.5,40,4.003972194637537
26.0,40,3.809334657398214
26.5,40,3.769612711022841
27.0,40,3.7656405163853037
27.5,40,4.127110228401191
28.0,40,4.1429990069513405
28.5,40,4.4289970208540215
29.0,40,4.075471698113208
29.5,40,3.9960278053624627
30.0,80,4.194637537239325
30.5,80,4.059582919563059
31.0,80,4.166832174776564
31.5,80,4.1986097318768625
32.0,80,4.734856007944389
32.5,80,4.4289970208540215
33.0,80,5.040714995034756
33.5,80,5.3862959285004965
34.0,80,5.406156901688183
34.5,80,5.5213505461767625
35.0,80,5.283018867924529
35.5,80,5.557100297914598
36.0,80,5.652432969215491
36.5,80,5.636544190665344
37.0,80,5.779543197616684
37.5,80,6.0973187686196635
38.0,80,6.125124131082423
38.5,80,6.486593843098312
39.0,80,6.415094339622643
39.5,80,6.577954319761668
40.0,80,7.054617676266137
40.5,80,7.126117179741808
41.0,80,7.221449851042701
41.5,80,7.0784508440913605
42.0,80,7.265143992055611
42.5,80,7.332671300893745
43.0,80,7.165839126117181
43.5,80,7.78550148957299
44.0,80,7.880834160873883
44.5,80,7.8013902681231375
45.0,80,7.996027805362463
45.5,80,7.789473684210527
46.0,80,8.309831181727905
46.5,80,8.051638530287985
47.0,80,8.003972194637537
47.5,80,8.250248262164847
48.0,80,8.373386295928501
48.5,80,8.881827209533267
49.0,80,8.925521350546177
49.5,80,8.766633565044687
50.0,80,8.893743793445879
50.5,80,8.969215491559087
51.0,80,9.084409136047666
51.5,80,9.012909632571997
52.0,80,9.298907646474678
52.5,80,8.810327706057597
53.0,80,9.719960278053625
53.5,80,9.461767626613705
54.0,80,9.636544190665344
54.5,80,9.98609731876862
55.0,80,9.998013902681231
55.5,80,9.616683217477657
56.0,80,9.751737835153923
56.5,80,9.66832174776564
57.0,80,9.898709036742801
57.5,80,10.021847070506455
58.0,80,10.303872889771599
58.5,80,10.28798411122145
59.0,80,10.51837140019861
59.5,80,10.585898709036742
60.0,80,10.764647467725919
60.5,80,10.43098311817279
61.0,80,10.665342601787488
61.5,80,10.538232373386297
62.0,80,10.558093346573983
62.5,80,10.74875868917577
63.0,80,10.859980139026813
63.5,80,11.062562065541211
64.0,80,10.736842105263158
64.5,80,11.189672293942403
65.0,80,11.157894736842106
65.5,80,11.586891757696128
66.0,80,11.13803376365442
66.5,80,11.59880834160874
67.0,80,11.348560079443892
67.5,80,11.412115193644489
68.0,80,11.543197616683218
68.5,80,11.515392254220457
69.0,80,11.717974180734856
69.5,80,11.590863952333665
70.0,80,11.801390268123138
70.5,80,11.880834160873883
71.0,80,11.912611717974182
71.5,80,12.123138033763656
72.0,80,12.063555114200597
72.5,80,12.226415094339622
73.0,80,12.174776564051639
73.5,80,12.075471698113208
74.0,80,12.381330685203576
74.5,80,12.377358490566039
75.0,80,12.591857000993048
75.5,80,12.655412115193645
76.0,80,12.838133068520357
76.5,80,12.818272095332672
77.0,80,12.687189672293943
77.5,80,12.679245283018869
78.0,80,12.893743793445879
78.5,80,12.607745779543198
79.0,80,13.012909632571997
79.5,80,12.981132075471699
80.0,80,13.147964250248261
80.5,80,12.826216484607745
81.0,80,13.072492552135055
81.5,80,13.271102284011917
82.0,80,13.330685203574976
82.5,80,13.104270109235353
83.0,80,13.314796425024827
83.5,80,13.334657398212514
84.0,80,13.453823237338629
84.5,80,13.449851042701091
85.0,80,13.660377358490567
85.5,80,13.580933465739822
86.0,80,13.62859980139027
86.5,80,13.759682224428996
87.0,80,13.708043694141013
87.5,80,13.791459781529294
88.0,80,13.775571002979145
88.5,80,13.835153922542204
89.0,80,13.497517378351539
89.5,80,13.918570009930487
90.0,80,13.910625620655413
90.5,80,14.17279046673287
91.0,80,14.061569016881826
91.5,80,14.021847070506455
92.0,80,13.755710029791459
92.5,80,14.089374379344587
93.0,80,14.284011916583912
93.5,80,14.240317775571004
94.0,80,14.168818272095333
94.5,80,14.438927507447865
95.0,80,14.637537239324727
95.5,80,14.570009930486595
96.0,80,14.284011916583912
96.5,80,14.673286991062561
97.0,80,14.605759682224429
97.5,80,14.486593843098312
98.0,80,14.804369414101291
98.5,80,14.804369414101291
99.0,80,14.832174776564052
99.5,80,14.61767626613704
100.0,80,14.724925521350546
100.5,80,14.79245283018868
101.0,80,14.744786494538232
101.5,80,15.010923535253227
102.0,80,14.931479642502483
