Tiempo,Entrada,Salida
0.0,20,0.8371428571428595
1.0,20,0.8499999999999993
2.0,20,0.8499999999999993
3.0,20,0.841428571428574
4.0,20,0.841428571428574
5.0,20,0.8371428571428595
6.0,20,0.8157142857142873
7.0,20,0.8542857142857138
8.0,20,0.8457142857142884
9.0,20,0.8371428571428595
10.0,20,0.8242857142857162
11.0,20,0.8328571428571451
12.0,20,0.8285714285714306
13.0,20,0.841428571428574
14.0,20,0.8371428571428595
15.0,20,0.8285714285714306
16.0,20,0.8285714285714306
17.0,20,0.8285714285714306
18.0,20,0.8328571428571451
19.0,20,0.841428571428574
20.0,20,0.8328571428571451
21.0,20,0.8499999999999993
22.0,20,0.8285714285714306
23.0,20,0.8200000000000017
24.0,20,0.8457142857142884
25.0,20,0.841428571428574
26.0,20,0.8457142857142884
27.0,20,0.8328571428571451
28.0,20,0.8242857142857162
29.0,20,0.8371428571428595
30.0,60,0.8371428571428595
31.0,60,0.8499999999999993
32.0,60,0.8628571428571427
33.0,60,0.8800000000000004
34.0,60,0.9014285714285727
35.0,60,0.957142857142857
36.0,60,1.034285714285717
37.0,60,1.1028571428571445
38.0,60,1.180000000000001
39.0,60,1.2485714285714287
40.0,60,1.3771428571428586
41.0,60,1.454285714285715
42.0,60,1.5400000000000005
43.0,60,1.6385714285714292
44.0,60,1.7414285714285724
45.0,60,1.818571428571429
46.0,60,1.9085714285714288
47.0,60,2.02857142857143
48.0,60,2.114285714285715
49.0,60,2.2171428571428584
50.0,60,2.3285714285714305
51.0,60,2.367142857142857
52.0,60,2.495714285714287
53.0,60,2.577142857142858
54.0,60,2.6242857142857168
55.0,60,2.7399999999999998
56.0,60,2.8214285714285707
57.0,60,2.9199999999999995
58.0,60,2.984285714285716
59.0,60,3.0785714285714305
60.0,60,3.1685714285714304
61.0,60,3.254285714285716
62.0,60,3.3314285714285723
63.0,60,3.4
64.0,60,3.502857142857143
65.0,60,3.5714285714285743
66.0,60,3.661428571428574
67.0,60,3.7599999999999993
68.0,60,3.867142857142857
69.0,60,3.944285714285717
70.0,60,3.957142857142857
71.0,60,4.064285714285715
72.0,60,4.1414285714285715
73.0,60,4.22714285714286
74.0,60,4.274285714285716
75.0,60,4.3814285714285734
76.0,60,4.462857142857144
77.0,60,4.540000000000001
78.0,60,4.595714285714289
79.0,60,4.685714285714289
80.0,60,4.737142857142858
81.0,60,4.8100000000000005
82.0,60,4.852857142857145
83.0,60,4.985714285714286
84.0,60,5.02857142857143
85.0,60,5.08
86.0,60,5.17
87.0,60,5.255714285714289
88.0,60,5.294285714285715
89.0,60,5.371428571428572
90.0,60,5.431428571428574
91.0,60,5.504285714285716
92.0,60,5.577142857142858
93.0,60,5.615714285714288
94.0,60,5.6800000000000015
95.0,60,5.765714285714287
96.0,60,5.825714285714286
97.0,60,5.860000000000001
98.0,60,5.937142857142858
99.0,60,6.005714285714289
100.0,60,6.040000000000001
101.0,60,6.130000000000001
102.0,60,6.130000000000001
103.0,60,6.198571428571432
104.0,60,6.271428571428574
105.0,60,6.314285714285715
106.0,60,6.370000000000003
107.0,60,6.425714285714287
108.0,60,6.507142857142858
109.0,60,6.554285714285717
110.0,60,6.588571428571429
111.0,60,6.644285714285717
112.0,60,6.700000000000001
113.0,60,6.738571428571431
114.0,60,6.768571428571429
115.0,60,6.828571428571431
116.0,60,6.892857142857144
117.0,60,6.910000000000002
118.0,60,6.952857142857143
119.0,60,6.995714285714287
120.0,60,7.038571428571432
121.0,60,7.081428571428573
122.0,60,7.137142857142861
123.0,60,7.1800000000000015
124.0,60,7.184285714285716
125.0,60,7.231428571428575
126.0,60,7.27857142857143
127.0,60,7.312857142857146
128.0,60,7.351428571428572
129.0,60,7.394285714285717
130.0,60,7.4200000000000035
131.0,60,7.471428571428573
132.0,60,7.475714285714288
133.0,60,7.527142857142858
134.0,60,7.565714285714288
135.0,60,7.582857142857145
136.0,60,7.630000000000001
137.0,60,7.660000000000002
138.0,60,7.702857142857143
139.0,60,7.720000000000001
140.0,60,7.732857142857144
141.0,60,7.76714285714286
142.0,60,7.805714285714286
143.0,60,7.840000000000002
144.0,60,7.861428571428574
145.0,60,7.895714285714286
146.0,60,7.917142857142858
147.0,60,7.964285714285717
148.0,60,7.9685714285714315
149.0,60,7.972857142857146
150.0,60,8.020000000000001
151.0,60,8.050000000000002
152.0,60,8.062857142857146
153.0,60,8.062857142857146
154.0,60,8.110000000000001
155.0,60,8.127142857142859
156.0,60,8.148571428571431
157.0,60,8.165714285714289
158.0,60,8.200000000000001
159.0,60,8.20857142857143
160.0,60,8.24714285714286
161.0,60,8.242857142857146
162.0,60,8.29857142857143
163.0,60,8.285714285714286
164.0,60,8.307142857142862
165.0,60,8.319999999999999
166.0,60,8.35
167.0,60,8.358571428571429
168.0,60,8.354285714285714
169.0,60,8.397142857142859
170.0,60,8.401428571428573
171.0,60,8.440000000000003
172.0,60,8.444285714285718
173.0,60,8.474285714285719
174.0,60,8.478571428571433
175.0,60,8.487142857142862
176.0,60,8.517142857142856
177.0,60,8.517142857142856
178.0,60,8.542857142857143
179.0,60,8.53
180.0,60,8.555714285714286
181.0,60,8.581428571428573
182.0,60,8.59857142857143
183.0,60,8.577142857142858
184.0,60,8.602857142857145
185.0,60,8.63714285714286
186.0,60,8.63714285714286
187.0,60,8.628571428571432
188.0,60,8.641428571428575
189.0,60,8.667142857142862
190.0,60,8.680000000000005
191.0,60,8.671428571428576
192.0,60,8.67571428571429
193.0,60,8.714285714285714
194.0,60,8.692857142857141
195.0,60,8.718571428571428
196.0,60,8.735714285714286
197.0,60,8.757142857142858
198.0,60,8.744285714285715
199.0,60,8.748571428571429
200.0,60,8.752857142857144
201.0,60,8.782857142857145
202.0,60,8.795714285714288
203.0,60,8.791428571428574
204.0,60,8.812857142857146
205.0,60,8.808571428571431
206.0,60,8.808571428571431
207.0,60,8.808571428571431
208.0,60,8.81714285714286
209.0,60,8.842857142857147
210.0,60,8.838571428571433
211.0,60,8.82571428571429
212.0,60,8.851428571428576
213.0,60,8.851428571428576
214.0,60,8.86428571428572
215.0,60,8.86428571428572
216.0,60,8.872857142857148
217.0,60,8.889999999999999
218.0,60,8.877142857142855
219.0,60,8.872857142857148
220.0,60,8.889999999999999
221.0,60,8.924285714285714
222.0,60,8.907142857142857
223.0,60,8.885714285714284
224.0,60,8.894285714285713
225.0,60,8.915714285714285
226.0,60,8.92
227.0,60,8.911428571428571
228.0,60,8.937142857142858
229.0,60,8.954285714285716
230.0,60,8.937142857142858
231.0,60,8.928571428571429
232.0,60,8.95857142857143
233.0,60,8.954285714285716
234.0,60,8.967142857142859
235.0,60,8.967142857142859
236.0,60,8.962857142857144
237.0,60,8.95857142857143
238.0,60,8.971428571428573
239.0,60,8.967142857142859
240.0,60,8.984285714285717
241.0,60,8.962857142857144
242.0,60,8.975714285714288
243.0,60,8.980000000000002
244.0,60,8.992857142857146
245.0,60,8.984285714285717
246.0,60,8.984285714285717
247.0,60,9.014285714285718
248.0,60,9.005714285714289
249.0,60,9.014285714285718
250.0,60,9.005714285714289
251.0,60,9.001428571428574
252.0,60,9.014285714285718
253.0,60,9.001428571428574
254.0,60,9.001428571428574
255.0,60,9.005714285714289
256.0,60,9.005714285714289
257.0,60,9.005714285714289
258.0,60,9.031428571428576
259.0,60,9.03571428571429
260.0,60,9.018571428571432
261.0,60,9.048571428571433
262.0,60,9.031428571428576
263.0,60,9.03571428571429
264.0,60,9.022857142857147
265.0,60,9.048571428571433
266.0,60,9.031428571428576
267.0,60,9.03571428571429
268.0,60,9.061428571428577
269.0,60,9.040000000000004
270.0,60,9.027142857142861
271.0,60,9.03571428571429
272.0,60,9.052857142857148
273.0,60,9.048571428571433
274.0,60,9.03571428571429
275.0,60,9.061428571428577
276.0,60,9.057142857142862
277.0,60,9.03571428571429
278.0,60,9.040000000000004
279.0,60,9.074285714285713
280.0,60,9.069999999999999
281.0,60,9.03571428571429
282.0,60,9.048571428571433
283.0,60,9.074285714285713
284.0,60,9.069999999999999
285.0,60,9.069999999999999
286.0,60,9.061428571428577
287.0,60,9.061428571428577
288.0,60,9.074285714285713
289.0,60,9.065714285714284
290.0,60,9.074285714285713
291.0,60,9.078571428571427
292.0,60,9.065714285714284
293.0,60,9.09142857142857
294.0,60,9.078571428571427
295.0,60,9.082857142857142
296.0,60,9.087142857142856
297.0,60,9.069999999999999
298.0,60,9.082857142857142
299.0,60,9.065714285714284
300.0,60,9.069999999999999
301.0,60,9.069999999999999
302.0,60,9.082857142857142
303.0,60,9.074285714285713
304.0,60,9.065714285714284
305.0,60,9.082857142857142
306.0,60,9.087142857142856
307.0,60,9.078571428571427
308.0,60,9.082857142857142
309.0,60,9.078571428571427
310.0,60,9.087142857142856
311.0,60,9.112857142857143
312.0,60,9.1
313.0,60,9.074285714285713
314.0,60,9.087142857142856
315.0,60,9.095714285714285
316.0,60,9.078571428571427
317.0,60,9.095714285714285
318.0,60,9.095714285714285
319.0,60,9.095714285714285
320.0,60,9.104285714285714
