Tiempo,Referencia,Error,Señal de control,Salida
0.0,20,18.85,18.85,1.15
1.0,20,18.85,18.85,1.15
2.0,20,18.85,18.85,1.15
3.0,20,18.875714285714285,18.875714285714285,1.1242857142857168
4.0,20,18.85857142857143,18.85857142857143,1.141428571428571
5.0,20,18.87142857142857,18.87142857142857,1.1285714285714312
6.0,20,18.875714285714285,18.875714285714285,1.1242857142857168
7.0,20,18.88,18.88,1.1200000000000023
8.0,20,18.897142857142857,18.897142857142857,1.1028571428571445
9.0,20,18.892857142857142,18.892857142857142,1.107142857142859
10.0,20,18.905714285714286,18.905714285714286,1.0942857142857156
11.0,20,18.90142857142857,18.90142857142857,1.09857142857143
12.0,20,18.90142857142857,18.90142857142857,1.09857142857143
13.0,20,18.897142857142857,18.897142857142857,1.1028571428571445
14.0,20,18.91857142857143,18.91857142857143,1.0814285714285723
15.0,20,18.905714285714286,18.905714285714286,1.0942857142857156
16.0,20,18.905714285714286,18.905714285714286,1.0942857142857156
17.0,20,18.897142857142857,18.897142857142857,1.1028571428571445
18.0,20,18.90142857142857,18.90142857142857,1.09857142857143
19.0,20,18.91,18.91,1.0900000000000012
20.0,20,18.905714285714286,18.905714285714286,1.0942857142857156
21.0,20,18.922857142857143,18.922857142857143,1.0771428571428578
22.0,20,18.922857142857143,18.922857142857143,1.0771428571428578
23.0,20,18.927142857142858,18.927142857142858,1.0728571428571434
24.0,20,18.922857142857143,18.922857142857143,1.0771428571428578
25.0,20,18.922857142857143,18.922857142857143,1.0771428571428578
26.0,20,18.935714285714287,18.935714285714287,1.0642857142857145
27.0,20,18.94,18.94,1.06
28.0,20,18.944285714285716,18.944285714285716,1.0557142857142856
29.0,20,18.94,18.94,1.06
30.0,60,58.94428571428571,58.94428571428571,1.0557142857142856
31.0,60,58.94,58.94,1.06
32.0,60,58.92285714285714,58.92285714285714,1.0771428571428578
33.0,60,58.89285714285714,58.89285714285714,1.107142857142859
34.0,60,58.85,58.85,1.15
35.0,60,58.76,58.76,1.2399999999999998
36.0,60,58.66571428571429,58.66571428571429,1.334285714285714
37.0,60,58.57142857142857,58.57142857142857,1.4285714285714284
38.0,60,58.498571428571424,58.498571428571424,1.501428571428574
39.0,60,58.357142857142854,58.357142857142854,1.6428571428571437
40.0,60,58.245714285714286,58.245714285714286,1.7542857142857158
41.0,60,58.104285714285716,58.104285714285716,1.8957142857142855
42.0,60,57.96285714285714,57.96285714285714,2.0371428571428587
43.0,60,57.82142857142857,57.82142857142857,2.1785714285714284
44.0,60,57.74428571428571,57.74428571428571,2.2557142857142884
45.0,60,57.589999999999996,57.589999999999996,2.4100000000000015
46.0,60,57.44428571428571,57.44428571428571,2.5557142857142856
47.0,60,57.34142857142857,57.34142857142857,2.658571428571429
48.0,60,57.23,57.23,2.770000000000001
49.0,60,57.08,57.08,2.9199999999999995
50.0,60,56.972857142857144,56.972857142857144,3.027142857142857
51.0,60,56.848571428571425,56.848571428571425,3.1514285714285726
52.0,60,56.68142857142857,56.68142857142857,3.318571428571429
53.0,60,56.56142857142857,56.56142857142857,3.43857142857143
54.0,60,56.424285714285716,56.424285714285716,3.575714285714285
55.0,60,56.33428571428571,56.33428571428571,3.665714285714285
56.0,60,56.20142857142857,56.20142857142857,3.7985714285714294
57.0,60,56.09428571428571,56.09428571428571,3.905714285714287
58.0,60,55.965714285714284,55.965714285714284,4.034285714285717
59.0,60,55.832857142857144,55.832857142857144,4.167142857142858
